GUT_GENOME066135_13_6	gi|134299090|ref|YP_001112586.1|	36.905	336	1.87e-65	204	93
GUT_GENOME066135_13_6	gi|336435571|ref|ZP_08615286.1|	35.168	327	1.41e-60	191	91
GUT_GENOME066135_13_6	gi|291621968|emb|CAX65001.1|	37.037	351	6.67e-59	189	95
GUT_GENOME066135_13_6	gi|227485876|ref|ZP_03916192.1|	34.463	354	2.25e-57	184	93
GUT_GENOME066135_13_6	gi|161789197|ref|YP_001595703.1|	37.574	338	2.93e-57	185	93
GUT_GENOME066135_13_6	gi|336433792|ref|ZP_08613604.1|	38.214	280	3.80e-57	182	78
GUT_GENOME066135_13_6	gi|355386195|gb|EHG33235.1|	34.146	328	1.20e-56	181	92
GUT_GENOME066135_13_6	gi|120599269|ref|YP_963843.1|	35.882	340	1.49e-55	181	94
GUT_GENOME066135_13_6	gi|146277368|ref|YP_001167527.1|	31.395	344	1.71e-55	179	94
GUT_GENOME066135_13_6	gi|167758195|ref|ZP_02430322.1|	36.545	301	1.85e-55	177	84
GUT_GENOME066135_13_6	gi|344343882|ref|ZP_08774748.1|	34.795	342	5.06e-55	177	94
GUT_GENOME066135_13_6	gi|313113756|ref|ZP_07799330.1|	33.523	352	3.72e-54	176	93
GUT_GENOME066135_13_6	gi|332653877|ref|ZP_08419621.1|	32.102	352	1.23e-53	175	90
GUT_GENOME066135_13_6	gi|194335165|ref|YP_002019731.1|	32.277	347	4.66e-52	169	96
GUT_GENOME066135_13_6	gi|332533803|ref|ZP_08409659.1|	33.432	338	1.01e-51	171	93
GUT_GENOME066135_13_6	gi|331089069|ref|ZP_08337973.1|	30.184	381	5.13e-51	168	96
GUT_GENOME066135_13_6	gi|258517326|ref|YP_003193548.1|	30.595	353	1.85e-50	166	94
GUT_GENOME066135_13_6	gi|153810696|ref|ZP_01963364.1|	30.790	367	2.00e-50	166	95
GUT_GENOME066135_13_6	gi|194337212|ref|YP_002019006.1|	33.616	354	3.14e-50	164	93
GUT_GENOME066135_13_6	gi|345893474|ref|ZP_08844272.1|	36.232	276	1.81e-49	162	76
GUT_GENOME066135_13_6	gi|17230989|ref|NP_487537.1|	31.339	351	3.90e-49	162	93
GUT_GENOME066135_13_6	gi|338999650|ref|ZP_08638292.1|	31.965	341	1.73e-48	160	92
GUT_GENOME066135_13_6	gi|348026361|ref|YP_004766166.1|	31.481	324	2.30e-48	159	87
GUT_GENOME066135_13_6	gi|186684985|ref|YP_001868181.1|	32.865	356	4.58e-48	159	94
GUT_GENOME066135_13_6	gi|126660098|ref|ZP_01731218.1|	31.933	357	6.15e-48	159	95
GUT_GENOME066135_13_6	gi|332534155|ref|ZP_08410003.1|	32.845	341	1.36e-47	159	94
GUT_GENOME066135_13_6	gi|218295563|ref|ZP_03496376.1|	40.891	247	1.66e-47	156	66
GUT_GENOME066135_13_6	gi|119356297|ref|YP_910941.1|	31.487	343	2.39e-47	157	91
GUT_GENOME066135_13_6	gi|119511289|ref|ZP_01630404.1|	32.231	363	3.60e-47	157	96
GUT_GENOME066135_13_6	gi|253574968|ref|ZP_04852307.1|	34.354	294	1.56e-46	155	82
GUT_GENOME066135_13_6	gi|160938970|ref|ZP_02086321.1|	33.939	330	1.62e-46	155	91
GUT_GENOME066135_13_6	gi|119509703|ref|ZP_01628848.1|	30.199	351	2.78e-45	152	93
GUT_GENOME066135_13_6	gi|218961492|ref|YP_001741267.1|	31.884	345	1.81e-44	149	94
GUT_GENOME066135_13_6	gi|332707562|ref|ZP_08427598.1|	30.595	353	2.23e-44	149	94
GUT_GENOME066135_13_6	gi|266622220|ref|ZP_06115155.1|	29.526	359	1.26e-43	148	89
GUT_GENOME066135_13_6	gi|347538767|ref|YP_004846191.1|	32.042	284	1.43e-43	147	72
GUT_GENOME066135_13_6	gi|150390313|ref|YP_001320362.1|	29.683	347	2.51e-43	147	92
GUT_GENOME066135_13_6	gi|332666264|ref|YP_004449052.1|	32.716	324	8.00e-43	144	90
GUT_GENOME066135_13_6	gi|313147618|ref|ZP_07809811.1|	31.250	352	1.07e-42	144	96
GUT_GENOME066135_13_6	gi|83310593|ref|YP_420857.1|	33.333	285	1.66e-42	147	73
GUT_GENOME066135_13_6	gi|319764254|ref|YP_004128191.1|	30.605	281	4.03e-42	144	72
GUT_GENOME066135_13_6	gi|257094650|ref|YP_003168291.1|	29.070	344	6.18e-42	142	94
GUT_GENOME066135_13_6	gi|299067086|emb|CBJ38282.1|	33.452	281	8.33e-42	143	72
GUT_GENOME066135_13_6	gi|153815102|ref|ZP_01967770.1|	27.949	390	8.98e-42	143	97
GUT_GENOME066135_13_6	gi|297374652|emb|CBL42939.1|	30.328	366	5.95e-41	144	94
GUT_GENOME066135_13_6	gi|126659397|ref|ZP_01730532.1|	31.680	363	6.59e-41	140	95
GUT_GENOME066135_13_6	gi|187929429|ref|YP_001899916.1|	31.293	294	6.80e-41	141	75
GUT_GENOME066135_13_6	gi|350574651|ref|ZP_08942908.1|	30.362	359	1.55e-40	140	95
GUT_GENOME066135_13_6	gi|220934786|ref|YP_002513685.1|	29.310	348	1.94e-40	139	95
GUT_GENOME066135_13_6	gi|78189651|ref|YP_379989.1|	30.592	304	3.10e-40	138	84
GUT_GENOME066135_13_6	gi|148359926|ref|YP_001251133.1|	31.959	291	6.61e-40	139	72
GUT_GENOME066135_13_6	gi|350551816|ref|ZP_08921027.1|	28.261	368	7.77e-40	140	91
GUT_GENOME066135_13_6	gi|291513637|emb|CBK62847.1|	33.333	348	9.50e-40	137	96
GUT_GENOME066135_13_6	gi|167841733|ref|ZP_02468417.1|	28.614	332	2.35e-39	135	85
GUT_GENOME066135_13_6	gi|325279507|ref|YP_004252049.1|	33.333	258	2.46e-39	138	72
GUT_GENOME066135_13_6	gi|291614412|ref|YP_003524569.1|	34.221	263	3.34e-39	134	69
GUT_GENOME066135_13_6	gi|238027140|ref|YP_002911371.1|	29.936	314	5.02e-39	137	81
GUT_GENOME066135_13_6	gi|83309559|ref|YP_419823.1|	31.915	282	5.66e-39	137	72
GUT_GENOME066135_13_6	gi|41179367|ref|NP_958675.1|	30.000	330	5.96e-39	134	91
GUT_GENOME066135_13_6	gi|312962032|ref|ZP_07776529.1|	33.333	255	1.17e-38	134	64
GUT_GENOME066135_13_6	gi|332654472|ref|ZP_08420215.1|	30.508	354	2.27e-38	135	95
GUT_GENOME066135_13_6	gi|225163615|ref|ZP_03725922.1|	27.966	354	7.65e-38	132	90
GUT_GENOME066135_13_6	gi|113474819|ref|YP_720880.1|	31.293	294	1.27e-37	130	77
GUT_GENOME066135_13_6	gi|189425132|ref|YP_001952309.1|	28.877	374	1.51e-37	132	92
GUT_GENOME066135_13_6	gi|171058937|ref|YP_001791286.1|	33.333	279	1.67e-37	130	77
GUT_GENOME066135_13_6	gi|42527768|ref|NP_972866.1|	32.841	271	1.92e-37	130	74
GUT_GENOME066135_13_6	gi|27311204|ref|NP_758929.1|	36.719	256	2.58e-37	129	71
GUT_GENOME066135_13_6	gi|167754333|ref|ZP_02426460.1|	30.110	362	3.90e-37	131	96
GUT_GENOME066135_13_6	gi|291612675|ref|YP_003522832.1|	32.270	282	6.49e-37	132	72
GUT_GENOME066135_13_6	gi|340788559|ref|YP_004754024.1|	27.548	363	7.77e-37	131	94
GUT_GENOME066135_13_6	gi|257439360|ref|ZP_05615115.1|	28.291	357	1.33e-36	130	94
GUT_GENOME066135_13_6	gi|257093900|ref|YP_003167541.1|	29.464	336	1.57e-36	129	88
GUT_GENOME066135_13_6	gi|254523226|ref|ZP_05135281.1|	29.799	349	1.77e-36	130	88
GUT_GENOME066135_13_6	gi|225419931|ref|ZP_03762234.1|	29.513	349	4.30e-36	127	92
GUT_GENOME066135_13_6	gi|71065017|ref|YP_263744.1|	30.345	290	1.32e-35	126	79
GUT_GENOME066135_13_6	gi|308273696|emb|CBX30298.1|	29.268	369	7.01e-35	126	91
GUT_GENOME066135_13_6	gi|194337359|ref|YP_002019153.1|	31.667	300	1.20e-34	123	82
GUT_GENOME066135_13_6	gi|257792377|ref|YP_003182983.1|	27.692	325	4.11e-34	122	90
GUT_GENOME066135_13_6	gi|158333546|ref|YP_001514718.1|	30.769	299	4.15e-34	120	76
GUT_GENOME066135_13_6	gi|291546485|emb|CBL19593.1|	28.863	343	5.75e-34	122	89
GUT_GENOME066135_13_6	gi|323486088|ref|ZP_08091419.1|	26.536	358	5.83e-34	122	94
GUT_GENOME066135_13_6	gi|291561321|emb|CBL40120.1|	29.721	323	2.04e-33	121	80
GUT_GENOME066135_13_6	gi|355363092|gb|EHG10842.1|	28.986	276	8.30e-33	118	76
GUT_GENOME066135_13_6	gi|154504579|ref|ZP_02041317.1|	39.881	168	1.48e-32	112	47
GUT_GENOME066135_13_6	gi|189460481|ref|ZP_03009266.1|	31.930	285	2.08e-32	117	77
GUT_GENOME066135_13_6	gi|323485235|ref|ZP_08090585.1|	29.787	329	1.48e-31	115	82
GUT_GENOME066135_13_6	gi|139439157|ref|ZP_01772609.1|	29.730	259	5.11e-31	114	72
GUT_GENOME066135_13_6	gi|210634695|ref|ZP_03298223.1|	27.864	323	8.64e-31	114	89
GUT_GENOME066135_13_6	gi|312115534|ref|YP_004013130.1|	26.923	364	5.68e-30	111	95
GUT_GENOME066135_13_6	gi|341642641|gb|EGS66984.1|	27.333	300	1.15e-29	109	84
GUT_GENOME066135_13_6	gi|167763773|ref|ZP_02435900.1|	30.303	264	4.92e-29	108	70
GUT_GENOME066135_13_6	gi|345871758|ref|ZP_08823701.1|	29.885	261	8.35e-29	107	72
GUT_GENOME066135_13_6	gi|90580666|ref|ZP_01236470.1|	30.651	261	1.28e-28	107	61
GUT_GENOME066135_13_6	gi|229815313|ref|ZP_04445648.1|	25.000	324	1.76e-28	107	90
GUT_GENOME066135_13_6	gi|126090247|ref|YP_001041702.1|	30.189	265	5.52e-28	106	64
GUT_GENOME066135_13_6	gi|257440840|ref|ZP_05616595.1|	31.944	288	3.98e-27	103	77
GUT_GENOME066135_13_6	gi|160932588|ref|ZP_02079978.1|	32.174	230	3.26e-26	100	62
GUT_GENOME066135_13_6	gi|332655364|ref|ZP_08421103.1|	25.243	309	9.99e-25	96.3	85
GUT_GENOME066135_13_6	gi|160888221|ref|ZP_02069224.1|	27.491	291	3.65e-24	95.9	72
GUT_GENOME066135_13_6	gi|261880961|ref|ZP_06007388.1|	27.479	353	1.72e-23	93.6	96
GUT_GENOME066135_13_6	gi|167759158|ref|ZP_02431285.1|	30.043	233	1.75e-23	93.6	62
GUT_GENOME066135_13_6	gi|150007547|ref|YP_001302290.1|	28.115	313	1.99e-23	94.0	74
GUT_GENOME066135_13_6	gi|331088842|ref|ZP_08337752.1|	24.921	317	4.57e-21	86.3	75
GUT_GENOME066135_13_6	gi|238909111|ref|YP_002939578.1|	25.552	317	1.08e-20	85.5	75
GUT_GENOME066135_13_6	gi|298387225|ref|ZP_06996778.1|	24.100	361	4.87e-20	83.6	91
GUT_GENOME066135_13_6	gi|283796807|ref|ZP_06345960.1|	24.458	323	9.75e-20	82.4	83
GUT_GENOME066135_13_6	gi|154502436|ref|ZP_02039496.1|	22.759	290	2.99e-19	80.9	75
GUT_GENOME066135_13_6	gi|322688997|ref|YP_004208731.1|	25.000	304	2.16e-18	78.2	77
GUT_GENOME066135_13_6	gi|293369862|ref|ZP_06616435.1|	24.798	371	2.23e-18	78.6	91
GUT_GENOME066135_13_6	gi|301163046|emb|CBW22594.1|	29.889	271	1.06e-17	75.9	65
GUT_GENOME066135_13_6	gi|265750836|ref|ZP_06086899.1|	25.779	353	3.95e-17	74.7	96
GUT_GENOME066135_13_6	gi|317498222|ref|ZP_07956521.1|	25.692	253	1.44e-16	72.0	65
GUT_GENOME066135_13_6	gi|160885942|ref|ZP_02066945.1|	24.863	366	1.60e-16	73.2	91
GUT_GENOME066135_13_6	gi|344341810|ref|ZP_08772725.1|	29.956	227	2.69e-16	70.9	59
GUT_GENOME066135_13_6	gi|294674266|ref|YP_003574882.1|	25.794	252	4.05e-16	71.6	61
GUT_GENOME066135_13_6	gi|23335577|ref|ZP_00120811.1|	22.449	343	1.48e-14	67.0	88
GUT_GENOME066135_13_6	gi|160944040|ref|ZP_02091270.1|	28.395	162	2.05e-14	64.7	45
GUT_GENOME066135_13_6	gi|294778518|ref|ZP_06743941.1|	24.079	353	2.06e-14	66.6	96
GUT_GENOME066135_13_6	gi|189463015|ref|ZP_03011800.1|	24.837	306	3.25e-13	62.8	84
GUT_GENOME066135_13_6	gi|355625064|ref|ZP_09048006.1|	26.984	252	8.76e-13	61.2	68
GUT_GENOME066135_13_6	gi|299145828|ref|ZP_07038896.1|	25.379	264	2.59e-12	60.1	61
GUT_GENOME066135_13_6	gi|345883525|ref|ZP_08834966.1|	27.476	313	2.98e-12	59.7	84
GUT_GENOME066135_13_6	gi|298385378|ref|ZP_06994936.1|	26.316	266	8.57e-12	58.5	73
GUT_GENOME066135_13_6	gi|336413450|ref|ZP_08593802.1|	26.512	215	4.14e-11	56.2	57
GUT_GENOME066135_13_6	gi|291561556|emb|CBL40355.1|	39.326	89	1.70e-09	47.4	22
GUT_GENOME066135_13_6	gi|237710620|ref|ZP_04541101.1|	30.000	100	3.26e-06	40.4	26
