GUT_GENOME065705_1_57	gi|265750836|ref|ZP_06086899.1|	44.851	437	3.20e-119	350	89
GUT_GENOME065705_1_57	gi|189463015|ref|ZP_03011800.1|	44.787	422	2.94e-113	334	86
GUT_GENOME065705_1_57	gi|294778518|ref|ZP_06743941.1|	44.165	437	6.98e-113	333	89
GUT_GENOME065705_1_57	gi|261880961|ref|ZP_06007388.1|	41.284	436	1.99e-111	330	89
GUT_GENOME065705_1_57	gi|336413450|ref|ZP_08593802.1|	41.763	431	2.61e-109	325	88
GUT_GENOME065705_1_57	gi|298385378|ref|ZP_06994936.1|	41.164	464	2.84e-108	324	89
GUT_GENOME065705_1_57	gi|345883525|ref|ZP_08834966.1|	40.639	438	3.08e-100	301	89
GUT_GENOME065705_1_57	gi|325279507|ref|YP_004252049.1|	31.658	398	4.88e-51	172	80
GUT_GENOME065705_1_57	gi|167754333|ref|ZP_02426460.1|	34.000	350	4.02e-48	164	69
GUT_GENOME065705_1_57	gi|313147618|ref|ZP_07809811.1|	31.595	326	5.24e-43	148	66
GUT_GENOME065705_1_57	gi|291513637|emb|CBK62847.1|	31.845	336	1.51e-38	136	68
GUT_GENOME065705_1_57	gi|194335165|ref|YP_002019731.1|	30.216	278	4.50e-32	118	55
GUT_GENOME065705_1_57	gi|78189651|ref|YP_379989.1|	30.928	291	9.99e-32	117	58
GUT_GENOME065705_1_57	gi|323485235|ref|ZP_08090585.1|	29.573	328	5.89e-31	116	60
GUT_GENOME065705_1_57	gi|225419931|ref|ZP_03762234.1|	26.480	321	9.61e-30	112	60
GUT_GENOME065705_1_57	gi|134299090|ref|YP_001112586.1|	27.957	279	2.68e-28	107	54
GUT_GENOME065705_1_57	gi|253574968|ref|ZP_04852307.1|	25.959	339	4.74e-28	107	66
GUT_GENOME065705_1_57	gi|189460481|ref|ZP_03009266.1|	28.274	336	4.18e-27	104	66
GUT_GENOME065705_1_57	gi|153810696|ref|ZP_01963364.1|	26.129	310	6.04e-26	102	57
GUT_GENOME065705_1_57	gi|167758195|ref|ZP_02430322.1|	27.692	260	2.38e-25	99.0	51
GUT_GENOME065705_1_57	gi|345893474|ref|ZP_08844272.1|	28.000	275	4.57e-25	98.6	54
GUT_GENOME065705_1_57	gi|126660098|ref|ZP_01731218.1|	27.044	318	1.64e-24	97.4	60
