GUT_GENOME065719_1	3	1040	1_1
GUT_GENOME065719_1	1208	3433	1_2
GUT_GENOME065719_1	3711	5666	1_3
GUT_GENOME065719_1	5737	6564	1_4
GUT_GENOME065719_1	6587	7588	1_5
GUT_GENOME065719_1	7803	8777	1_6
GUT_GENOME065719_1	9227	9523	1_7
GUT_GENOME065719_1	9685	10191	1_8
GUT_GENOME065719_1	10176	10868	1_9
GUT_GENOME065719_1	10883	13117	1_10
GUT_GENOME065719_1	13136	14809	1_11
GUT_GENOME065719_1	14816	15820	1_12
GUT_GENOME065719_1	15822	17054	1_13
GUT_GENOME065719_1	17054	18115	1_14
GUT_GENOME065719_1	18099	18392	1_15
GUT_GENOME065719_1	18687	19067	1_16
GUT_GENOME065719_1	19118	19408	1_17
GUT_GENOME065719_1	20129	20536	1_18
GUT_GENOME065719_1	20665	21411	1_19
GUT_GENOME065719_1	22259	22441	1_20
GUT_GENOME065719_1	22458	22607	1_21
GUT_GENOME065719_1	22607	23110	1_22
GUT_GENOME065719_1	23306	24682	1_23
GUT_GENOME065719_1	24832	25686	1_24
GUT_GENOME065719_1	25843	27261	1_25
GUT_GENOME065719_1	27556	27720	1_26
GUT_GENOME065719_1	27891	28346	1_27
GUT_GENOME065719_1	28382	29074	1_28
GUT_GENOME065719_1	29380	29832	1_29
GUT_GENOME065719_1	29954	30514	1_30
GUT_GENOME065719_1	30546	31526	1_31
GUT_GENOME065719_1	31519	31827	1_32
GUT_GENOME065719_1	31909	32862	1_33
GUT_GENOME065719_1	33150	33755	1_34
GUT_GENOME065719_1	33805	34377	1_35
GUT_GENOME065719_1	34381	34800	1_36
GUT_GENOME065719_1	35256	35876	1_37
GUT_GENOME065719_1	35966	36592	1_38
GUT_GENOME065719_1	36757	37422	1_39
GUT_GENOME065719_1	37536	38069	1_40
GUT_GENOME065719_1	38200	38961	1_41
GUT_GENOME065719_1	39071	39706	1_42
GUT_GENOME065719_1	39782	40351	1_43
GUT_GENOME065719_1	40399	41448	1_44
GUT_GENOME065719_1	41640	44174	1_45
GUT_GENOME065719_1	44189	45430	1_46
GUT_GENOME065719_1	45466	46860	1_47
GUT_GENOME065719_1	47294	47545	1_48
GUT_GENOME065719_1	47699	48694	1_49
GUT_GENOME065719_1	48794	49531	1_50
GUT_GENOME065719_1	49582	50178	1_51
GUT_GENOME065719_1	50370	54257	1_52
GUT_GENOME065719_1	54561	55115	1_53
GUT_GENOME065719_1	55119	55226	1_54
GUT_GENOME065719_1	55242	56978	1_55
GUT_GENOME065719_1	57123	58487	1_56
GUT_GENOME065719_1	58739	62152	1_57
GUT_GENOME065719_1	62158	62901	1_58
GUT_GENOME065719_1	63006	63764	1_59
GUT_GENOME065719_1	63810	64991	1_60
GUT_GENOME065719_1	64988	65848	1_61
GUT_GENOME065719_1	65860	67197	1_62
GUT_GENOME065719_1	67209	68042	1_63
GUT_GENOME065719_1	68148	68564	1_64
GUT_GENOME065719_1	68548	68898	1_65
GUT_GENOME065719_1	68968	70788	1_66
GUT_GENOME065719_1	70907	71944	1_67
GUT_GENOME065719_1	72459	73682	1_68
GUT_GENOME065719_1	73824	76085	1_69
GUT_GENOME065719_1	76118	78184	1_70
GUT_GENOME065719_1	78314	80524	1_71
GUT_GENOME065719_1	80665	81312	1_72
GUT_GENOME065719_1	81520	84369	1_73
GUT_GENOME065719_1	84388	84930	1_74
GUT_GENOME065719_1	84930	86705	1_75
GUT_GENOME065719_1	86981	88261	1_76
GUT_GENOME065719_1	88284	89417	1_77
GUT_GENOME065719_1	89470	90384	1_78
GUT_GENOME065719_1	90529	91092	1_79
GUT_GENOME065719_1	91096	92304	1_80
GUT_GENOME065719_1	92443	93276	1_81
GUT_GENOME065719_1	93326	94081	1_82
GUT_GENOME065719_1	94235	95272	1_83
GUT_GENOME065719_1	95540	96700	1_84
GUT_GENOME065719_1	96837	98624	1_85
GUT_GENOME065719_1	98966	99976	1_86
GUT_GENOME065719_1	100204	103872	1_87
GUT_GENOME065719_1	103874	104758	1_88
GUT_GENOME065719_1	104755	105117	1_89
