GUT_GENOME065705_1	277	654	1_1
GUT_GENOME065705_1	1256	1408	1_2
GUT_GENOME065705_1	1414	1914	1_3
GUT_GENOME065705_1	2042	2386	1_4
GUT_GENOME065705_1	2392	3144	1_5
GUT_GENOME065705_1	3332	3913	1_6
GUT_GENOME065705_1	3932	4282	1_7
GUT_GENOME065705_1	4391	4516	1_8
GUT_GENOME065705_1	4523	5461	1_9
GUT_GENOME065705_1	5540	6691	1_10
GUT_GENOME065705_1	6675	6833	1_11
GUT_GENOME065705_1	6796	7182	1_12
GUT_GENOME065705_1	7488	8348	1_13
GUT_GENOME065705_1	8546	9262	1_14
GUT_GENOME065705_1	9440	9721	1_15
GUT_GENOME065705_1	9801	11261	1_16
GUT_GENOME065705_1	11750	12103	1_17
GUT_GENOME065705_1	12093	12494	1_18
GUT_GENOME065705_1	12488	12856	1_19
GUT_GENOME065705_1	13040	13270	1_20
GUT_GENOME065705_1	13352	13549	1_21
GUT_GENOME065705_1	13546	14328	1_22
GUT_GENOME065705_1	14537	14698	1_23
GUT_GENOME065705_1	14710	14937	1_24
GUT_GENOME065705_1	14937	15140	1_25
GUT_GENOME065705_1	15144	15413	1_26
GUT_GENOME065705_1	15416	15760	1_27
GUT_GENOME065705_1	15757	16068	1_28
GUT_GENOME065705_1	16065	16307	1_29
GUT_GENOME065705_1	16311	16571	1_30
GUT_GENOME065705_1	16574	16801	1_31
GUT_GENOME065705_1	16776	17123	1_32
GUT_GENOME065705_1	17330	18301	1_33
GUT_GENOME065705_1	18381	19580	1_34
GUT_GENOME065705_1	19583	20245	1_35
GUT_GENOME065705_1	20251	20685	1_36
GUT_GENOME065705_1	20748	22166	1_37
GUT_GENOME065705_1	22168	22518	1_38
GUT_GENOME065705_1	22460	22729	1_39
GUT_GENOME065705_1	22735	23142	1_40
GUT_GENOME065705_1	23148	23609	1_41
GUT_GENOME065705_1	23609	24028	1_42
GUT_GENOME065705_1	24059	24769	1_43
GUT_GENOME065705_1	24771	25352	1_44
GUT_GENOME065705_1	25375	25995	1_45
GUT_GENOME065705_1	26030	26197	1_46
GUT_GENOME065705_1	26245	26631	1_47
