GUT_GENOME065719_2_58	gi|160888221|ref|ZP_02069224.1|	42.408	382	3.05e-104	310	88
GUT_GENOME065719_2_58	gi|298387225|ref|ZP_06996778.1|	38.095	399	7.37e-90	273	92
GUT_GENOME065719_2_58	gi|293369862|ref|ZP_06616435.1|	36.842	399	3.30e-87	267	92
GUT_GENOME065719_2_58	gi|148359926|ref|YP_001251133.1|	38.021	384	1.27e-84	258	89
GUT_GENOME065719_2_58	gi|160885942|ref|ZP_02066945.1|	37.871	404	1.71e-83	257	92
GUT_GENOME065719_2_58	gi|294674266|ref|YP_003574882.1|	34.860	393	1.22e-75	235	88
GUT_GENOME065719_2_58	gi|299145828|ref|ZP_07038896.1|	36.061	391	4.29e-75	235	87
GUT_GENOME065719_2_58	gi|299067086|emb|CBJ38282.1|	36.522	345	5.59e-62	198	80
GUT_GENOME065719_2_58	gi|297374652|emb|CBL42939.1|	31.771	384	5.56e-60	197	87
GUT_GENOME065719_2_58	gi|83310593|ref|YP_420857.1|	34.582	347	1.37e-59	194	81
GUT_GENOME065719_2_58	gi|340788559|ref|YP_004754024.1|	33.611	360	6.97e-58	190	83
GUT_GENOME065719_2_58	gi|291612675|ref|YP_003522832.1|	34.930	355	1.62e-56	186	80
GUT_GENOME065719_2_58	gi|347538767|ref|YP_004846191.1|	36.735	294	4.97e-55	180	68
GUT_GENOME065719_2_58	gi|319764254|ref|YP_004128191.1|	33.333	342	8.00e-55	179	79
GUT_GENOME065719_2_58	gi|312962032|ref|ZP_07776529.1|	34.494	316	1.88e-53	174	73
GUT_GENOME065719_2_58	gi|187929429|ref|YP_001899916.1|	32.070	343	4.25e-52	173	80
GUT_GENOME065719_2_58	gi|83309559|ref|YP_419823.1|	32.362	343	9.73e-52	174	80
GUT_GENOME065719_2_58	gi|238027140|ref|YP_002911371.1|	31.884	345	1.59e-49	167	80
GUT_GENOME065719_2_58	gi|301163046|emb|CBW22594.1|	32.550	298	1.42e-45	154	67
GUT_GENOME065719_2_58	gi|308273696|emb|CBX30298.1|	28.997	369	6.43e-45	156	83
GUT_GENOME065719_2_58	gi|167841733|ref|ZP_02468417.1|	31.464	321	1.15e-43	149	75
